Full Name,Height(inches),Weight(lbs),Reach(inches),Stance,DOB,SLpM.,Str.Acc.,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,W,L,D
Arman Ashimov,5' 6,125,N/A,N/A,"Jan 14, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 11-3-1
Yanal Ashmouz,5' 9,155,69,Orthodox,"Mar 31, 1995",2.94,50%,4.54,55%,4.80,50%,60%,0.0,Record: 8-1-0
Asjabharan,5' 6,135,N/A,N/A,"Jul 31, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-6-0
Askar Askar,5' 7,145,69,Orthodox,"Aug 19, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 11-1-0
Askar Askarov,5' 6,125,67,Orthodox,"Oct 09, 1992",3.05,54%,2.80,57%,2.60,24%,66%,0.4,Record: 14-1-1
Cyril Asker,6' 0,247,74,Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9,Record: 9-4-0
Khusein Askhabov,5' 8,145,69,Orthodox,"Feb 13, 1995",2.00,26%,4.13,56%,0.00,0%,66%,0.0,Record: 23-1-0
Scott Askham,6' 3,185,75,Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7,Record: 14-4-0
Ben Askren,5' 11,170,73,Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9,Record: 19-2-0 (1 NC)
Ibo Aslan,6' 3,205,77,Orthodox,"Apr 23, 1996",8.34,50%,4.34,64%,0.00,0%,100%,0.0,Record: 14-1-0
Tom Aspinall,6' 5,256,78,Orthodox,"Apr 11, 1993",8.07,67%,2.89,65%,3.27,100%,100%,1.6,Record: 15-3-0
Bruno Assis,6' 2,185,N/A,Orthodox,"May 23, 1992",1.27,43%,3.20,36%,2.00,50%,66%,1.0,Record: 8-4-0
Junior Assuncao,5' 9,145,72,Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7,Record: 16-6-0
Raphael Assuncao,5' 5,135,66,Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2,Record: 28-10-0
Michael Aswell,5' 8,145,69,Orthodox,"Sep 27, 2000",10.33,50%,6.80,52%,0.00,0%,57%,0.0,Record: 9-2-0
Bazigit Atajev,6' 1,230,N/A,Orthodox,N/A,0.87,41%,3.14,49%,1.00,33%,0%,0.0,Record: 17-1-0
Rich Attonito,5' 10,170,72,Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0,Record: 10-5-0
Olivier Aubin-Mercier,5' 9,155,70,Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5,Record: 11-5-0
Pat Audinwood,6' 0,155,N/A,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.80,50%,0%,0.0,Record: 11-2-1
Jose Augusto,6' 3,251,N/A,N/A,"Mar 28, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 6-2-0 (1 NC)
Marcus Aurelio,5' 10,155,74,Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3,Record: 22-10-0
David Avellan,5' 9,185,N/A,Orthodox,N/A,3.33,25%,10.00,57%,0.00,0%,0%,0.0,Record: 2-1-0
Blas Avena,6' 0,170,74,Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8,Record: 8-7-0 (1 NC)
Levi Avera,6' 1,170,N/A,N/A,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 18-15-0
Anthony Avila,5' 7,145,N/A,N/A,"Dec 29, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 13-5-0
Chris Avila,5' 10,145,N/A,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0.00,0%,46%,0.0,Record: 5-4-0
Julia Avila,5' 7,135,68,Orthodox,"May 11, 1988",2.59,43%,2.86,50%,0.54,33%,50%,0.3,Record: 9-3-0
Saad Awad,5' 11,155,N/A,N/A,"Jun 07, 1983",2.13,26%,1.87,60%,0.50,16%,100%,0.5,Record: 20-9-0
Javy Ayala,6' 1,265,N/A,N/A,"Aug 20, 1988",0.83,25%,5.00,33%,0.00,0%,0%,0.0,Record: 10-5-0
Jessin Ayari,6' 0,155,73,Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3,Record: 16-6-0
Abu Azaitar,5' 9,185,76,Orthodox,"Mar 10, 1986",4.38,43%,4.32,51%,1.00,37%,42%,0.0,Record: 14-4-1
Ottman Azaitar,5' 8,155,71,Switch,"Feb 20, 1990",4.43,44%,4.11,52%,0.00,0%,100%,0.0,Record: 13-3-0
Luiz Azeredo,5' 9,154,N/A,Orthodox,"Jun 10, 1976",2.16,39%,2.76,57%,1.07,50%,45%,0.3,Record: 15-10-0
Luciano Azevedo,6' 3,161,N/A,Orthodox,"Jun 25, 1981",0.76,45%,1.97,27%,2.28,11%,0%,0.0,Record: 17-9-1
Hunter Azure,5' 8,145,69,Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3,Record: 9-2-0
Niklas Backstrom,6' 1,145,N/A,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2,Record: 11-3-0 (1 NC)
Seth Baczynski,6' 3,170,75,Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8,Record: 20-14-0
Abdul Azeem Badakhshi,N/A,145,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 13-3-0
Ryan Bader,6' 2,205,74,Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4,Record: 23-5-0
Izabela Badurek,5' 5,115,N/A,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0,Record: 6-3-0
Miguel Baeza,6' 2,170,74,Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2.0,Record: 10-4-0
Ali Bagautinov,5' 4,125,65,Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3,Record: 15-6-0
Mehdi Baghdad,6' 1,155,N/A,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.00,0%,33%,0.0,Record: 11-5-0
Melsik Baghdasaryan,5' 9,145,70,Southpaw,"Jan 28, 1992",5.28,61%,3.06,58%,0.00,0%,72%,0.0,Record: 8-2-0
Siyar Bahadurzada,5' 11,170,73,Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3,Record: 24-8-1
Ignacio Bahamondes,6' 3,155,75,Orthodox,"Aug 27, 1997",7.17,47%,4.41,57%,0.00,0%,85%,0.3,Record: 16-5-0
Bahatebole Batebolati,5' 8,170,71,Southpaw,"Sep 12, 1997",4.02,45%,4.83,61%,1.34,66%,100%,0.0,Record: 10-1-1
Shamar Bailey,5' 9,155,75,Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.50,33%,37%,0.0,Record: 16-11-0
Jordan Bailey,5' 9,145,N/A,N/A,N/A,1.74,40%,0.29,0%,4.35,100%,0%,4.3,Record: 6-3-0
Scott Baker,6' 0,210,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-1-0
Bryan Baker,6' 3,185,N/A,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9,Record: 18-5-0
Jin Bala,5' 9,155,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 23-3-0
Balajin,5' 9,145,72,Orthodox,"Mar 31, 1992",1.40,33%,2.73,50%,2.00,20%,66%,0.0,Record: 23-4-0
Oluwale Bamgbose,5' 11,185,78,Switch,"Aug 04, 1987",2.45,48%,2.70,55%,0.94,33%,37%,0.0,Record: 6-4-0
Stephen Banaszak,6' 0,145,N/A,N/A,"Dec 07, 1990",4.20,47%,1.15,66%,0.00,0%,100%,1.9,Record: 5-5-0
Marcin Bandel,5' 10,155,N/A,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0,Record: 15-7-0
Humberto Bandenay,5' 11,145,71,Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.90,46%,62%,0.5,Record: 14-7-0 (1 NC)
Tae Hyun Bang,5' 9,155,71,Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5,Record: 18-10-0
Yohan Banks,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-1-0
Shauna Bannon,5' 5,115,65,Switch,"Oct 23, 1993",4.37,41%,3.77,42%,0.00,0%,42%,0.0,Record: 6-1-0
Antonio Banuelos,5' 5,135,63,Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4,Record: 20-11-1
Renan Barao,5' 6,145,70,Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5,Record: 34-9-0 (1 NC)
Junior Barata,5' 10,170,N/A,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0.00,0%,0%,0.0,Record: 9-3-1
Maycee Barber,5' 5,125,65,Switch,"May 18, 1998",4.70,53%,2.90,54%,1.44,43%,53%,0.1,Record: 14-2-0
Bryan Barberena,6' 0,185,72,Southpaw,"May 03, 1989",5.35,48%,4.59,44%,0.13,22%,50%,0.3,Record: 18-12-0
Dione Barbosa,5' 6,125,66,Orthodox,"May 08, 1992",1.85,48%,2.49,66%,1.73,28%,42%,2.2,Record: 7-3-0
Edson Barboza,5' 11,145,75,Orthodox,"Jan 21, 1986",4.11,44%,4.65,56%,0.45,50%,72%,0.1,Record: 24-12-0
Raoni Barcelos,5' 7,135,67,Orthodox,"May 01, 1987",5.22,51%,4.79,61%,1.86,32%,85%,0.6,Record: 18-5-0
Daniel Barez,5' 6,125,66,Orthodox,"Dec 10, 1988",4.10,52%,5.05,57%,2.24,31%,92%,0.9,Record: 17-6-0
Danny Barlow,6' 2,170,79,Southpaw,"Aug 02, 1995",5.72,50%,3.48,52%,0.00,0%,100%,0.0,Record: 9-0-0
Luke Barnatt,6' 6,185,77,Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4,Record: 13-4-0
James Barnes,5' 8,135,71,Orthodox,"May 28, 1982",0.57,34%,3.02,39%,1.08,16%,40%,0.0,Record: 14-5-0
Nick Barnes,5' 11,170,N/A,N/A,N/A,2.86,29%,8.93,51%,5.36,100%,100%,5.4,Record: 11-2-0
Shonte Barnes,5' 11,185,76,Southpaw,"Feb 09, 1987",2.32,38%,1.55,67%,0.00,0%,60%,0.0,Record: 6-2-1
Josh Barnett,6' 3,250,78,Orthodox,"Nov 10, 1977",3.20,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0
Chris Barnett,5' 9,265,75,Orthodox,"Jun 14, 1986",4.21,47%,6.53,39%,0.00,0%,33%,0.0,Record: 23-9-0
Chris Barnhizer,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-3-0
David Baron,5' 6,155,N/A,Switch,"Feb 15, 1973",1.17,30%,2.10,56%,0.00,0%,14%,0.7,Record: 17-4-1
Phil Baroni,5' 9,170,72,Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5,Record: 15-18-0
Dan Barrera,5' 9,170,N/A,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0,Record: 3-1-0
Carlos Barreto,6' 4,230,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 14-9-0
Jose Barreto,N/A,185,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-1-0
Peter Barrett,5' 10,145,73,Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0,Record: 11-5-0
Marc-Andre Barriault,6' 1,185,74,Orthodox,"Feb 18, 1990",5.98,47%,5.58,52%,0.21,25%,67%,0.1,Record: 16-9-0 (1 NC)
David Barrios,5' 6,145,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-8-0
Alexandre Barros,5' 9,170,N/A,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0,Record: 22-11-0
Ricardo Barros,6' 1,205,N/A,N/A,"Mar 22, 1976",0.00,0%,8.22,31%,0.00,0%,100%,0.0,Record: 2-2-0
Francimar Barroso,6' 1,205,75,Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0,Record: 19-7-0 (1 NC)
Pat Barry,5' 11,235,74,Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2,Record: 8-7-0
Dean Barry,5' 10,170,72,Orthodox,"Jul 03, 1992",9.31,40%,4.66,51%,0.00,0%,100%,0.0,Record: 4-2-0
Enrique Barzola,5' 7,145,70,Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.20,45%,66%,0.3,Record: 17-5-2
Javid Basharat,5' 9,135,69,Orthodox,"Sep 07, 1995",5.42,53%,2.97,62%,1.70,40%,85%,0.2,Record: 14-1-0 (1 NC)
Farid Basharat,5' 8,135,71,Orthodox,"Aug 02, 1997",4.36,55%,2.57,59%,3.97,44%,80%,0.5,Record: 13-0-0
