Full Name,Height(inches),Weight(lbs),Reach(inches),Stance,DOB,SLpM.,Str.Acc.,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,W,L,D
Bryan Caraway,5' 8,135,68,Orthodox,"Aug 04, 1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8,Record: 21-9-0
Remo Cardarelli,N/A,135,N/A,N/A,N/A,2.27,47%,1.47,59%,0.00,0%,100%,0.0,Record: 7-5-0
Phil Cardella,5' 11,155,N/A,N/A,"Jul 09, 1976",2.47,50%,2.00,57%,0.00,0%,11%,2.5,Record: 8-5-0
Edgar Cardenas,N/A,145,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-1-0
Chris Cariaso,5' 3,125,64,Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8,Record: 17-8-0
Rafael Carino,6' 8,245,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-1-1
Don Carlo-Clauss,N/A,170,N/A,N/A,N/A,1.44,30%,7.68,43%,0.00,0%,66%,0.0,Record: 10-7-0
Antonio Carlos Junior,6' 2,185,79,Orthodox,"Mar 16, 1990",1.95,42%,2.14,52%,3.42,39%,53%,0.8,Record: 11-5-0 (1 NC)
Spike Carlyle,5' 8,145,71,Switch,"May 06, 1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5,Record: 9-3-0
Francis Carmont,6' 3,205,78,Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6,Record: 25-12-0
Liz Carmouche,5' 6,125,66,Orthodox,"Feb 19, 1984",2.78,54%,2.51,61%,2.57,51%,65%,0.3,Record: 13-7-0
Roan Carneiro,5' 11,170,76,Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4,Record: 21-11-0
Ariane Carnelossi,5' 2,115,61,Orthodox,"Nov 17, 1992",2.87,39%,4.74,45%,1.37,55%,14%,0.3,Record: 15-3-0
Luana Carolina,5' 6,125,69,Orthodox,"Jun 11, 1993",4.81,50%,3.54,50%,0.34,37%,74%,0.6,Record: 11-4-0
Tim Caron,6' 1,185,N/A,Orthodox,"Jul 24, 1987",0.59,50%,6.90,12%,0.00,0%,0%,0.0,Record: 7-1-0 (1 NC)
Clayton Carpenter,5' 6,125,66,Orthodox,"Jun 09, 1996",4.56,53%,2.71,60%,2.95,55%,0%,2.4,Record: 8-0-0
Gabriel Carrasco,5' 6,135,N/A,N/A,N/A,4.15,37%,1.53,80%,0.00,0%,100%,0.0,Record: 7-0-0
Cody Carrillo,5' 10,155,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 11-16-0
Cain Carrizosa,5' 8,155,N/A,Orthodox,"Jul 22, 1986",2.72,42%,5.80,51%,0.00,0%,14%,0.0,Record: 10-3-0
Roger Carroll,5' 10,170,N/A,N/A,N/A,7.62,61%,10.48,43%,0.00,0%,100%,0.0,Record: 16-14-0
Jonny Carson,5' 10,155,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 11-7-0
Scott Carson,6' 2,215,N/A,N/A,N/A,0.62,66%,6.22,23%,0.00,0%,0%,0.0,Record: 4-2-0
Shonie Carter,5' 10,170,N/A,Southpaw,"May 03, 1972",1.62,36%,2.32,47%,0.75,66%,75%,0.0,Record: 51-31-7 (1 NC)
Jack Cartwright,5' 9,135,68,Orthodox,"May 26, 1994",0.80,38%,3.33,29%,6.00,66%,0%,2.0,Record: 10-1-0
Bruno Carvalho,5' 8,154,N/A,N/A,"Jun 07, 1982",0.60,45%,0.93,53%,0.00,0%,66%,4.0,Record: 10-5-0
Antonio Carvalho,5' 9,145,70,Orthodox,"May 30, 1979",3.03,29%,3.62,64%,0.00,0%,100%,0.0,Record: 15-6-0
Rafael Carvalho,6' 3,185,N/A,N/A,"Jul 27, 1986",1.94,50%,1.84,54%,2.77,40%,70%,0.0,Record: 14-1-0
Shane Carwin,6' 2,265,80,Orthodox,"Jan 04, 1975",4.38,47%,3.53,53%,1.42,33%,42%,0.0,Record: 12-2-0
Johnny Case,5' 10,155,72,Orthodox,"Jun 28, 1989",3.95,38%,2.66,61%,1.70,45%,72%,0.2,Record: 22-6-0
Cortney Casey,5' 7,125,67,Orthodox,"May 05, 1987",4.29,39%,4.00,55%,0.39,31%,39%,0.5,Record: 10-10-0
Brandon Cash,6' 5,255,N/A,Orthodox,N/A,5.42,72%,0.68,33%,10.17,66%,0%,0.0,Record: 10-4-0
Bendy Casimir,5' 5,145,N/A,Southpaw,"Jun 10, 1980",0.74,27%,3.42,54%,0.00,0%,100%,0.0,Record: 20-14-2
Dwayne Cason,5' 10,212,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-1-0
Joe Cason,6' 3,205,N/A,N/A,"Jan 19, 1988",4.17,55%,10.83,23%,0.00,0%,0%,0.0,Record: 9-1-0
John Castaneda,5' 6,135,71,Switch,"Dec 18, 1991",4.67,50%,5.22,54%,1.79,35%,71%,0.1,Record: 21-7-0
Eric Castile,5' 8,145,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 3-2-0
Gil Castillo,5' 9,170,N/A,Southpaw,"Oct 21, 1965",0.60,45%,2.22,44%,3.33,45%,50%,0.0,Record: 8-5-0
Danny Castillo,5' 9,155,71,Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,Record: 17-10-0
Raul Castillo,5' 11,185,N/A,Orthodox,N/A,1.47,48%,3.27,60%,0.00,0%,0%,0.0,Record: 7-1-0
Jenna Castillo,5' 2,125,N/A,N/A,"May 05, 1982",3.24,56%,2.01,57%,1.68,100%,100%,0.0,Record: 1-0-0
Tim Catalfo,5' 11,235,N/A,Orthodox,N/A,0.39,100%,0.77,33%,0.00,0%,0%,0.0,Record: 4-2-0
Nick Catone,6' 0,185,72,Southpaw,"Sep 01, 1981",2.11,44%,2.32,63%,3.71,44%,83%,0.5,Record: 10-4-0
Luke Caudillo,5' 7,155,N/A,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0,Record: 17-17-0
Gesias Cavalcante,5' 8,155,71,Orthodox,"Jul 06, 1983",1.98,35%,3.11,51%,1.25,36%,66%,1.1,Record: 21-10-1 (2 NC)
Rafael Cavalcante,6' 1,205,74,Orthodox,"Apr 14, 1980",2.71,53%,3.62,49%,0.60,40%,63%,0.1,Record: 12-7-0 (1 NC)
Jacqueline Cavalcanti,5' 8,135,70,Orthodox,"Aug 29, 1997",6.02,49%,3.22,72%,0.00,0%,90%,0.0,Record: 8-1-0
Igor Cavalcanti,5' 11,170,79,Orthodox,"Oct 10, 1997",3.33,42%,3.60,48%,1.00,50%,66%,0.0,Record: 9-1-0
Magnus Cedenblad,6' 5,185,79,Orthodox,"Apr 10, 1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0,Record: 14-5-0
Yosdenis Cedeno,5' 8,155,69,Orthodox,"Feb 12, 1985",1.64,29%,1.60,67%,0.00,0%,31%,0.3,Record: 10-6-1
Henry Cejudo,5' 4,135,64,Orthodox,"Feb 09, 1987",3.77,46%,3.29,60%,1.99,32%,75%,0.2,Record: 16-4-0
Adam Cella,6' 2,170,N/A,N/A,"Jun 26, 1985",1.91,42%,2.61,51%,3.92,75%,50%,1.3,Record: 6-8-0
Vinicius Cenci,6' 1,155,74,Orthodox,"Nov 24, 1995",2.90,48%,2.69,62%,1.61,50%,0%,0.0,Record: 7-2-0
Katlyn Cerminara,5' 9,125,68,Orthodox,"Dec 28, 1988",4.58,34%,4.48,62%,0.31,15%,50%,0.3,Record: 18-6-0
Donald Cerrone,6' 1,155,73,Orthodox,"Mar 29, 1983",4.41,46%,4.48,53%,1.16,33%,73%,1.2,Record: 36-17-0 (2 NC)
Jared Chaffee,5' 10,155,N/A,N/A,"Dec 15, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 5-2-0
Luan Chagas,6' 0,170,75,Orthodox,"Jun 17, 1993",4.16,47%,3.19,62%,0.32,12%,85%,0.3,Record: 15-3-1
Edgar Chairez,5' 7,125,71,Orthodox,"Jan 27, 1996",3.45,45%,5.21,42%,0.00,0%,33%,1.5,Record: 11-6-0 (1 NC)
Ansar Chalangov,5' 9,170,N/A,Orthodox,"Oct 30, 1979",0.68,66%,1.69,54%,0.00,0%,0%,7.6,Record: 14-5-0
Alex Chambers,5' 3,115,63,Southpaw,"Oct 25, 1978",2.97,54%,5.10,50%,2.31,41%,53%,1.0,Record: 5-5-0
Michael Chandler,5' 8,155,71,Orthodox,"Apr 24, 1986",4.49,50%,4.30,43%,1.59,37%,63%,0.6,Record: 23-9-0
Chelsea Chandler,5' 8,135,68,Southpaw,"Nov 23, 1990",3.53,45%,4.06,41%,0.91,60%,33%,0.0,Record: 6-3-0
Donnie Chappell,5' 11,178,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-1-0
Joe Charles,6' 1,260,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 6-13-0
Dan Charles,6' 2,228,N/A,N/A,"Sep 24, 1985",2.82,45%,3.51,44%,0.00,0%,31%,0.0,Record: 10-6-1
Morgan Charriere,5' 8,145,69,Orthodox,"Oct 26, 1995",3.87,51%,3.74,57%,2.47,57%,83%,0.6,Record: 20-10-1
Ernest Chavez,5' 8,145,70,Orthodox,"Jun 27, 1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0,Record: 10-2-0
Emilio Chavez,5' 9,145,N/A,N/A,N/A,2.73,48%,1.53,54%,3.00,50%,0%,0.0,Record: 12-9-0
Danny Chavez,5' 8,145,67,Orthodox,"Mar 14, 1987",2.86,38%,3.83,50%,1.95,60%,87%,0.0,Record: 11-5-1
Gabriel Checco,6' 1,185,N/A,Switch,"Apr 03, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 10-2-0
Albert Cheng,5' 11,170,N/A,Orthodox,"Feb 07, 1985",1.00,41%,2.60,71%,0.00,0%,0%,0.0,Record: 7-4-0
Fabio Cherant,6' 1,205,74,Southpaw,"Nov 25, 1994",1.35,40%,4.89,38%,0.00,0%,0%,0.0,Record: 7-4-0
Ion Cherdivara,N/A,205,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-1-0
Mark Cherico,5' 7,145,69,Orthodox,"May 12, 1986",3.69,34%,7.37,56%,5.03,50%,0%,0.0,Record: 11-1-0
Macy Chiasson,5' 11,135,72,Orthodox,"Jul 27, 1991",3.77,46%,2.79,44%,2.37,38%,70%,0.4,Record: 11-3-0
Michael Chiesa,6' 1,170,75,Southpaw,"Dec 07, 1987",1.86,40%,1.72,53%,3.35,51%,60%,1.0,Record: 19-7-0
Giga Chikadze,6' 0,145,74,Orthodox,"Aug 25, 1988",3.92,42%,3.50,61%,0.21,33%,70%,0.2,Record: 15-4-0
Khamzat Chimaev,6' 2,185,75,Orthodox,"May 01, 1994",5.36,58%,3.25,41%,4.31,46%,100%,2.8,Record: 14-0-0
Mu Bae Choi,6' 2,230,N/A,Orthodox,"Jun 27, 1970",1.55,49%,3.65,44%,3.12,75%,60%,1.0,Record: 12-6-0
Hong Man Choi,7' 2,330,N/A,Orthodox,"Oct 30, 1980",1.32,26%,1.46,36%,0.71,100%,84%,0.0,Record: 4-5-0
Dooho Choi,5' 10,145,70,Orthodox,"Apr 10, 1991",4.41,53%,4.49,55%,0.75,37%,47%,0.8,Record: 15-4-1
SeungWoo Choi,6' 0,145,74,Orthodox,"Nov 03, 1992",3.51,39%,3.12,47%,0.86,54%,70%,0.0,Record: 11-7-0
SeungGuk Choi,5' 6,125,64,Orthodox,"Dec 26, 1996",2.69,42%,2.69,65%,1.02,27%,74%,0.0,Record: 7-3-0
DongHun Choi,5' 5,125,66,Switch,"Jan 02, 1999",4.54,66%,3.13,58%,0.46,14%,81%,0.0,Record: 9-0-0
John Cholish,5' 11,155,74,Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4,Record: 8-3-0
Ryo Chonan,5' 9,170,70,Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3,Record: 22-13-0
Will Chope,6' 4,145,N/A,Switch,"Sep 08, 1990",4.43,27%,9.93,46%,0.00,0%,0%,0.0,Record: 34-13-0
Joachim Christensen,6' 3,205,76,Orthodox,"Nov 07, 1978",3.78,41%,3.29,46%,0.00,0%,0%,0.0,Record: 14-6-0
Kevin Christian,6' 7,205,80,Orthodox,"Jan 21, 1995",0.75,35%,1.83,55%,0.00,0%,50%,3.2,Record: 9-2-0
Dan Christison,6' 8,265,N/A,Orthodox,"Apr 26, 1972",4.23,51%,3.88,54%,0.00,0%,37%,1.1,Record: 20-7-0
Anthony Christodoulou,5' 9,155,N/A,Orthodox,"Jul 30, 1987",2.19,26%,5.90,45%,0.00,0%,40%,0.0,Record: 12-7-0
Murad Chunkaiev,5' 11,185,N/A,Orthodox,N/A,0.85,16%,3.41,66%,8.53,100%,0%,0.0,Record: 8-4-0
Cameron Church,5' 11,155,72,Orthodox,"Sep 27, 1990",4.00,40%,4.93,50%,0.00,0%,60%,1.0,Record: 4-1-0
Steven Ciaccio,6' 0,170,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-4-0
Mike Ciesnolevicz,6' 0,235,N/A,Orthodox,"Oct 28, 1979",0.51,50%,4.62,57%,0.00,0%,20%,5.1,Record: 19-4-0 (1 NC)
Hannah Cifers,5' 1,115,62,Orthodox,"Jun 26, 1992",4.99,44%,5.39,52%,0.26,100%,64%,0.3,Record: 10-7-0
Branko Cikatic,6' 1,215,N/A,Orthodox,"Oct 03, 1954",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-2-0
Nikolajus Cilkinas,N/A,N/A,N/A,Orthodox,N/A,0.00,0%,5.88,16%,0.00,0%,0%,0.0,Record: 2-6-0
Misha Cirkunov,6' 3,205,77,Orthodox,"Feb 27, 1987",3.86,51%,3.06,57%,4.15,39%,76%,1.7,Record: 15-9-0
Johnny Cisneros,5' 11,170,N/A,N/A,"Feb 05, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 9-6-0
Laverne Clark,5' 11,170,N/A,Orthodox,"Dec 02, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 27-21-1
Logan Clark,6' 2,185,N/A,Orthodox,"Feb 16, 1985",2.20,54%,1.49,53%,0.31,100%,30%,2.1,Record: 18-6-0
Dominic Clark,5' 10,155,N/A,N/A,"Aug 01, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 10-7-0
Heather Clark,5' 6,115,64,Orthodox,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3,Record: 7-6-0
Devin Clark,6' 0,205,75,Orthodox,"Apr 12, 1990",3.03,54%,3.24,44%,2.17,32%,58%,0.1,Record: 14-9-0
Jessica-Rose Clark,5' 5,135,64,Orthodox,"Nov 28, 1987",3.73,51%,3.51,58%,1.66,42%,62%,0.3,Record: 11-9-0 (1 NC)
Shannon Clark,5' 5,125,64,Orthodox,"Jul 07, 1992",11.51,58%,20.55,35%,0.00,0%,0%,0.0,Record: 5-1-0
John Clarke,N/A,170,N/A,N/A,"Aug 15, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-1-0
Mitch Clarke,5' 10,155,73,Orthodox,"Nov 24, 1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4,Record: 11-5-0
Rich Clementi,5' 9,155,72,Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1,Record: 45-23-1
Chris Clements,5' 10,170,70,Orthodox,"Feb 09, 1976",3.20,49%,2.37,44%,0.00,0%,32%,0.3,Record: 12-6-0 (1 NC)
RJ Clifford,N/A,160,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-3-0
Mark Climaco,5' 4,125,65,Southpaw,"Nov 06, 1997",4.13,59%,2.90,57%,3.50,36%,46%,0.0,Record: 9-2-0
Josh Clopton,5' 6,145,N/A,Orthodox,"Jul 11, 1981",1.60,64%,2.87,50%,2.00,66%,75%,0.0,Record: 6-2-1
Brian Cobb,5' 11,155,N/A,Orthodox,N/A,0.00,0%,3.68,55%,5.81,50%,0%,0.0,Record: 20-9-0
Darryl Cobb,5' 9,185,N/A,N/A,"Aug 04, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 6-8-0
Dave Cochran,5' 6,155,N/A,N/A,"May 10, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 26-29-1
Dakota Cochrane,5' 8,155,N/A,N/A,"May 01, 1986",2.66,75%,2.66,30%,4.43,33%,0%,0.0,Record: 29-12-0
Marloes Coenen,5' 9,145,67,N/A,"Mar 31, 1981",2.15,51%,1.90,67%,0.82,30%,41%,2.5,Record: 23-8-0
Marc Cofer,N/A,185,N/A,N/A,"Mar 03, 1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-5-0
John Cofer,5' 9,155,N/A,Southpaw,"Apr 29, 1984",2.73,41%,3.43,62%,1.22,50%,64%,0.0,Record: 8-4-0
Chris Coggins,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-10-0
Felipe Colares,5' 8,145,69,Orthodox,"Mar 31, 1994",2.17,45%,4.65,36%,1.88,24%,43%,0.5,Record: 10-4-0
Wayne Cole,6' 1,205,N/A,Orthodox,N/A,0.57,20%,8.33,27%,4.31,25%,0%,4.3,Record: 16-25-0
Devin Cole,6' 4,240,N/A,Orthodox,"Oct 01, 1976",3.50,55%,2.14,48%,2.18,42%,66%,0.0,Record: 20-10-1
Coltin Cole,N/A,185,N/A,N/A,"Apr 24, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-5-0
Chandler Cole,5' 10,264,72,Orthodox,"Jan 09, 1995",2.45,60%,3.59,26%,0.00,0%,0%,0.0,Record: 10-4-0
Mark Coleman,6' 1,205,75,Orthodox,"Dec 20, 1964",1.88,52%,2.62,40%,3.89,40%,50%,0.8,Record: 16-10-0
Cortez Coleman,6' 1,185,N/A,N/A,"Jan 28, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 13-8-0
Clay Collard,5' 11,145,73,Orthodox,"Mar 10, 1993",4.22,32%,5.00,50%,2.81,39%,71%,0.5,Record: 14-7-0 (1 NC)
Jamie Colleen,5' 3,115,65,Orthodox,"Nov 02, 1985",3.11,61%,5.66,33%,0.52,33%,50%,1.6,Record: 4-1-0
Jake Collier,6' 3,230,78,Orthodox,"Oct 25, 1988",5.80,44%,5.08,50%,0.71,33%,67%,0.6,Record: 13-10-0
Christian Colombo,6' 5,265,N/A,Orthodox,"Jul 01, 1980",2.76,44%,4.02,42%,0.00,0%,33%,0.0,Record: 8-3-1
Willian Colorado,5' 10,135,72,N/A,"Jun 21, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 11-1-0
Wes Combs,6' 2,205,N/A,Orthodox,"Jun 18, 1973",2.14,48%,4.73,45%,0.00,0%,0%,0.0,Record: 20-6-0
Rose Conceicao,4' 7,115,65,Orthodox,"May 13, 1997",3.07,28%,6.73,60%,0.00,0%,0%,0.0,Record: 7-1-0
Carlos Condit,6' 2,170,75,Orthodox,"Apr 26, 1984",3.66,39%,2.67,55%,0.59,46%,38%,1.0,Record: 32-14-0
Chris Condo,6' 0,335,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-1-0
Tristan Connelly,5' 10,145,68,Orthodox,"Dec 12, 1985",3.31,51%,2.96,50%,0.33,14%,60%,0.3,Record: 14-8-0
Marcos Conrado Jr.,6' 2,220,N/A,Orthodox,"Mar 14, 1982",1.60,34%,9.69,35%,1.84,14%,0%,0.0,Record: 5-1-0
Jeremiah Constant,6' 1,240,N/A,Orthodox,"Jul 19, 1974",1.50,75%,3.25,43%,0.00,0%,0%,7.5,Record: 11-8-0 (1 NC)
Jonathan Contrestano,N/A,155,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 6-0-0
Bob Cook,5' 9,170,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 5-0-0
Mike Cook,6' 1,205,N/A,Orthodox,N/A,1.72,49%,2.40,46%,1.03,33%,55%,2.1,Record: 13-13-0
Chad Cook,6' 2,205,N/A,N/A,"Nov 07, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 10-12-0
TJ Cook,N/A,205,N/A,N/A,"Sep 08, 1982",2.30,47%,3.18,54%,1.01,50%,0%,0.0,Record: 13-5-0
Dewey Cooper,N/A,205,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-1-0
Brett Cooper,6' 0,170,N/A,Orthodox,"Jul 02, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 23-12-0
Bill Cooper,N/A,155,N/A,N/A,"May 05, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-1-0
Bobby Cooper,6' 1,155,N/A,N/A,N/A,2.87,25%,3.40,59%,0.00,0%,40%,1.0,Record: 12-7-0
Kit Cope,6' 0,170,N/A,Orthodox,"Mar 17, 1977",1.18,52%,2.12,35%,0.00,0%,50%,3.5,Record: 6-7-0
Chris Cope,6' 0,170,72,Orthodox,"Mar 05, 1983",3.96,26%,4.82,50%,0.00,0%,80%,0.0,Record: 8-4-0
Josh Copeland,6' 1,265,N/A,Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,0.00,0%,57%,0.0,Record: 12-4-0
Michael Cora,6' 1,170,77,Southpaw,"Aug 24, 1989",0.80,28%,0.13,66%,0.00,0%,25%,0.0,Record: 4-1-0
Akira Corassani,5' 8,145,68,Orthodox,"Aug 27, 1982",3.25,45%,4.91,50%,0.70,28%,86%,0.0,Record: 12-6-0 (1 NC)
Muhsin Corbbrey,5' 10,155,N/A,Orthodox,"May 18, 1978",2.02,34%,5.41,53%,0.00,0%,80%,0.4,Record: 17-9-0
Daniel Cormier,5' 11,235,72,Orthodox,"Mar 20, 1979",4.25,52%,2.92,54%,1.83,44%,80%,0.4,Record: 22-3-0 (1 NC)
Nora Cornolle,5' 7,135,67,Orthodox,"Dec 06, 1989",3.41,53%,2.18,62%,0.39,11%,50%,0.0,Record: 8-2-0
Clint Coronel,N/A,155,N/A,N/A,N/A,4.93,32%,5.60,66%,0.00,0%,66%,0.0,Record: 2-5-0
Henry Corrales,5' 9,145,N/A,N/A,N/A,4.12,41%,5.84,55%,0.00,0%,69%,0.0,Record: 13-3-0
Bethe Correia,5' 5,135,64,Orthodox,"Jun 22, 1983",4.37,43%,4.93,56%,0.39,18%,85%,0.0,Record: 11-6-1
Wesley Correira,6' 3,260,N/A,Orthodox,"Nov 11, 1978",2.60,36%,8.80,40%,0.00,0%,90%,0.0,Record: 20-16-0
Waldo Cortes-Acosta,6' 4,260,78,Orthodox,"Oct 03, 1991",5.64,48%,3.60,52%,0.55,60%,60%,0.2,Record: 12-1-0
Tracy Cortez,5' 5,125,65,Orthodox,"Dec 10, 1993",3.72,47%,3.02,57%,2.09,45%,62%,0.3,Record: 11-2-0
Reyes Cortez Jr.,5' 7,135,68,Orthodox,"Jul 31, 1992",4.10,45%,7.43,52%,1.50,11%,100%,0.0,Record: 7-3-0
Chad Corvin,6' 5,255,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 5-0-0
Louis Cosce,5' 9,170,71,Orthodox,"Aug 27, 1995",4.31,45%,5.35,47%,1.04,20%,50%,0.5,Record: 7-2-0
Orion Cosce,5' 11,170,71,Switch,"Jul 15, 1994",2.77,53%,4.02,44%,1.92,40%,61%,0.0,Record: 8-2-0
Miguel Cosio,6' 4,205,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-13-0
Jadson Costa,5' 7,155,N/A,Orthodox,N/A,0.20,50%,3.05,50%,0.00,0%,0%,0.0,Record: 22-8-0 (1 NC)
Guilherme Costa,N/A,155,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-1-0
Paulo Costa,6' 1,185,72,Orthodox,"Apr 21, 1991",6.22,58%,6.56,49%,0.36,75%,80%,0.0,Record: 14-4-0
Randy Costa,5' 9,135,73,Switch,"Jul 06, 1994",6.53,46%,7.58,58%,0.00,0%,50%,0.0,Record: 6-4-0
Alessandro Costa,5' 4,125,67,Orthodox,"Jan 28, 1996",4.14,47%,3.50,57%,0.27,12%,90%,0.0,Record: 14-4-0
Oscar Cota,6' 0,230,72,Orthodox,"Oct 15, 1984",0.33,41%,2.47,41%,0.00,0%,60%,1.0,Record: 11-3-0 (1 NC)
Patrick Cote,5' 11,170,75,Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2,Record: 23-11-0
JC Cottrell,5' 9,155,N/A,Orthodox,"Nov 04, 1989",0.79,25%,2.75,45%,0.79,100%,50%,0.0,Record: 17-5-0
JR Coughran,5' 6,145,N/A,Orthodox,"May 17, 1994",12.29,57%,6.80,45%,0.00,0%,75%,0.0,Record: 4-1-0
Rashad Coulter,5' 11,205,76,Orthodox,"Nov 27, 1981",4.82,56%,6.68,50%,0.00,0%,62%,0.0,Record: 9-4-0
Dave Courchaine,5' 8,170,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 20-7-0
Randy Couture,6' 1,205,75,Orthodox,"Jun 22, 1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,Record: 19-11-0
Kim Couture,5' 8,135,N/A,Orthodox,"Dec 18, 1975",12.12,80%,2.31,69%,0.00,0%,0%,0.0,Record: 3-8-0
Ryan Couture,5' 10,155,73,Orthodox,"Aug 27, 1982",3.54,45%,2.87,54%,1.55,29%,46%,1.3,Record: 11-5-0
Nikk Covert,5' 8,185,N/A,N/A,"Aug 04, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 3-4-0
Colby Covington,5' 11,170,72,Orthodox,"Feb 22, 1988",3.88,38%,2.98,55%,3.79,44%,67%,0.2,Record: 17-4-0
Hailey Cowan,5' 8,135,67,Southpaw,"Feb 12, 1992",2.97,42%,3.17,34%,1.50,33%,80%,0.0,Record: 7-3-0
Jeff Cox,5' 10,155,N/A,Orthodox,"Aug 02, 1968",0.56,25%,1.69,33%,4.23,50%,80%,0.0,Record: 10-7-0
Nathan Coy,5' 10,170,69,Southpaw,"Jul 24, 1978",3.88,52%,2.40,61%,3.17,47%,50%,0.0,Record: 15-7-0
Andrew Craig,6' 1,170,76,Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0.0,Record: 9-4-0
Paul Craig,6' 3,185,76,Orthodox,"Nov 27, 1987",2.52,44%,3.03,43%,1.52,20%,37%,1.4,Record: 17-9-1
Dan Cramer,6' 2,170,N/A,Orthodox,"Oct 31, 1985",0.97,30%,2.10,31%,0.00,0%,66%,0.5,Record: 11-4-0
Alberto Crane,5' 5,155,N/A,Orthodox,"Jul 14, 1976",0.43,25%,2.61,57%,0.00,0%,50%,4.0,Record: 15-5-0
Tim Credeur,6' 3,185,75,Orthodox,"Jul 09, 1977",3.59,30%,3.13,57%,0.41,100%,50%,3.3,Record: 12-4-0
